2374 2121 2740 249 2308 1133 1061 2579 988 133 754 1819 1900 2003 2641 2636 1765 1335 2718 1178 2382 1263 997 1402 2283 2663 2092 2212 1564 1499 2993 1218 694 1237 1605 1664 1641 2831 2734 821 
1892 1346 2062 1702 1348 620 798 2386 1508 1872 564 350 229 1487 1590 1107 1281 521 2181 1131 1131 1500 1277 1622 78 2481 2618 1330 1093 2052 1832 1386 1929 2715 1702 2149 1452 1900 1598 1917 
690 1744 921 2602 2351 2481 1654 1254 1781 343 1645 1375 1648 380 1807 848 1350 1897 2609 866 1069 1882 944 1919 1999 1617 1407 1697 1382 1131 1711 1638 2057 1949 2106 1577 1088 656 616 209 
2725 911 1223 1288 1265 1871 456 2017 1861 1778 1465 1414 1249 1721 1687 1703 1227 2371 1714 719 1233 1653 1637 1036 649 1542 587 2615 1588 1212 1975 1457 698 1328 1423 2699 2410 1631 2734 2329 
2437 762 1037 1512 2357 2417 1449 1495 2238 1912 1173 1181 1582 2547 885 833 1769 1509 1820 1923 641 2087 1797 707 1717 822 1462 1328 713 2140 1026 267 1964 1245 1488 1084 2128 1029 1880 1425 
430 1184 2774 1463 1646 469 1446 337 2272 1138 3054 1912 1808 1592 1217 1474 678 950 1100 1799 938 2048 2357 1172 1919 871 1467 3057 1777 2276 627 875 767 1355 1009 2153 1532 1912 1145 1734 
1932 2855 1646 197 2265 1281 1509 360 1443 1048 1624 1618 2531 1025 1418 2034 1454 983 1905 1696 1772 2883 371 1920 1262 2880 1329 459 2716 2799 1724 1214 1051 1540 1622 2274 919 643 2409 1040 
1646 1358 740 2224 1882 2496 1721 1900 1104 2047 1094 2294 1472 1494 1197 805 1372 2052 1503 783 2289 2446 2678 2071 1470 2373 2240 1927 1797 1514 2400 1687 1910 2090 1184 1295 998 639 1870 2572 
1897 1355 1133 3051 2644 2865 1748 653 19 850 2030 1941 2801 702 1545 1576 939 2570 347 1255 2225 2693 2303 1438 1347 1026 2848 2299 769 1075 1709 883 1878 1630 947 687 1611 2037 1450 2333 
1260 551 1112 1751 1562 1330 2759 2207 699 1415 777 1187 1677 2408 1133 2584 1000 603 2284 1681 1764 2462 1096 1423 407 1577 1525 2409 1231 575 1201 1522 1091 1566 1713 2558 2710 1465 1055 1290 
1714 2433 350 833 1346 1617 2079 1052 2313 1241 1749 1351 382 1419 1455 1557 1985 961 1211 1412 121 1685 2068 1860 754 2857 1468 2626 2490 2179 2702 840 1449 2269 2693 1024 825 2265 1490 1599 
1584 1626 1975 1224 1616 2104 1010 581 2531 1860 879 1907 2487 1353 1283 2760 1977 1790 2748 1413 1597 1444 1487 1874 2712 746 573 1550 324 1068 1113 1530 2591 97 1652 1107 2738 1814 1801 2493 
1266 1625 1637 1599 2277 421 1443 1076 2295 1289 2819 1561 1579 2439 373 1890 1800 2020 1493 652 1453 2707 1228 1454 2828 847 2035 1274 1517 1632 3025 2106 1043 1488 1389 2812 759 871 791 1734 
2655 1514 1269 686 976 1880 1626 1107 1628 1416 1326 544 1591 139 1597 1420 1035 908 2253 3145 1333 1504 877 1149 2071 1839 1779 157 2699 1208 192 1263 609 1407 2809 2580 2360 1800 853 2081 
2674 1642 2024 1870 2897 1388 1501 1471 668 1340 2352 850 1278 1976 1948 726 1483 695 2250 1788 2047 1070 1242 1821 2019 1656 1125 453 1560 919 1717 1768 1882 2220 2681 1651 2865 1020 762 647 
1562 1467 1834 2577 657 643 1675 520 543 1624 1529 742 1297 1470 2827 2089 1264 1107 861 517 1758 943 237 980 2048 891 1818 1605 1846 1654 766 64 2361 1712 2637 1507 2677 1064 1057 2383 
1048 1309 1479 1468 2909 1551 1223 1061 2211 1413 1544 1071 2528 1038 973 1170 284 2636 1478 201 1097 1900 2762 1837 1580 1143 2358 1658 1312 1834 886 1649 2481 1521 1214 896 1572 2428 898 2896 
2385 1480 2103 1592 1688 303 1489 1351 2655 1866 1856 1742 740 1024 1876 614 1728 1665 1712 2202 1057 1631 993 1703 1668 2745 2093 966 1635 1554 1786 1130 2950 1431 1981 1799 621 2284 1506 1917 

time sequential: 0.881
time thread: 210.531
