41 895 1444 426 1155 286 605 9 1561 1021 1464 1341 794 157 300 448 311 905 757 841 469 737 999 471 934 108 1251 1468 324 792 318 581 302 543 444 1034 485 1460 604 1469 
851 1554 1543 60 722 584 663 337 230 887 228 1425 1269 890 994 608 162 323 606 1475 220 1404 123 1272 645 1360 1130 265 1185 1520 545 1082 497 1469 1502 1472 484 628 907 239 
1598 336 725 659 1600 1200 331 1285 931 1158 979 924 1018 229 402 780 485 1411 1089 156 1571 1590 1165 1416 876 1473 884 1139 1597 1320 1373 498 398 1090 964 621 574 206 1321 1263 
1308 406 872 1470 1389 1479 306 508 13 703 1592 549 1272 575 623 1088 372 1436 168 1205 1587 1098 1319 248 1100 934 1246 929 678 1032 291 445 546 482 482 539 196 1277 1098 1181 
915 32 831 203 1482 1006 1330 1133 545 1328 232 1106 748 1475 856 1049 213 187 1502 604 1034 1074 446 918 58 518 1442 1204 776 276 213 976 1011 1116 459 1162 1509 833 1010 700 
263 1505 282 400 1299 164 765 1025 1316 605 1205 284 312 1381 116 1103 1091 154 1187 1386 1 1406 1335 390 13 1453 14 1205 1526 683 1496 288 213 1345 1352 904 591 826 642 516 
869 758 1502 470 88 677 561 91 1056 1318 429 1359 1419 262 918 1446 1134 1106 1411 977 569 496 397 720 1290 678 112 968 97 729 276 1128 1366 21 1548 953 1553 1497 248 943 
27 518 215 679 1178 27 133 549 1482 90 1461 324 934 1505 37 1035 1095 770 1043 537 1305 1196 141 626 1385 495 798 304 861 1292 1431 1047 882 442 480 1592 651 522 330 918 
1146 350 148 2 928 870 361 921 1214 5 600 139 1572 76 1016 728 832 353 938 1590 62 1063 490 477 491 1093 757 101 1257 388 48 1205 137 851 1457 1469 1385 315 72 494 
1266 1259 1529 935 1408 833 1488 1253 483 634 1459 11 60 434 1125 453 15 617 1194 664 1072 260 929 1133 1243 246 595 329 180 532 1456 591 1581 1493 1425 1396 1388 560 402 235 
391 1093 1243 1580 652 338 471 276 509 738 940 120 481 32 1394 581 450 829 273 241 988 502 76 811 450 677 1509 498 427 164 673 38 1481 1096 1502 162 1322 947 802 1524 
300 385 60 999 1558 1315 1036 1025 1382 1319 1517 321 1204 182 44 333 228 1601 860 131 14 1120 1258 1507 543 136 1205 1203 161 661 207 442 1092 1066 268 320 505 1472 318 1314 
1091 623 538 1543 629 41 733 763 1486 624 805 1454 170 184 575 440 996 1001 830 1242 512 1419 777 573 1389 1392 1327 376 774 426 628 13 1523 923 1158 1238 30 1044 1362 1545 
