2491 1059 1017 1925 139 1148 2390 300 2335 1443 2479 2247 2379 2021 323 1488 2066 1189 1539 1850 875 2216 168 1876 868 426 581 1003 1419 2165 1219 1018 791 1026 863 452 204 1879 454 1748 322 1381 1911 302 231 649 2179 2073 1247 1953 
2272 1810 1195 2250 1679 1793 397 614 596 2276 1869 1104 1620 1889 1640 920 587 1306 608 2163 1087 1917 1632 1514 876 599 165 2493 1761 1378 1218 1360 296 1620 566 1951 1583 419 2052 1721 296 1465 995 2355 947 2358 292 1607 2117 1671 
1689 2230 1391 2089 827 586 721 1104 2097 1124 1130 183 1680 1134 23 1919 641 1752 742 669 520 851 604 2138 335 2227 1623 725 422 2058 1230 1694 943 1263 1735 303 1867 719 1132 1223 2201 514 1100 907 1063 1849 2041 2040 2126 32 
1795 216 573 732 1439 326 1055 218 561 1190 1008 2095 1323 1115 1149 1111 876 754 1076 717 440 1672 2493 2450 1271 311 1221 2184 753 1225 1631 1327 1733 388 787 2050 2460 680 1853 571 2472 1242 1970 948 573 1490 703 2329 1634 3 
1870 2378 2287 1131 474 1679 1286 2152 750 525 1425 2464 2501 73 1485 101 2484 1062 2077 1526 376 628 1964 1396 1774 480 764 480 1447 2274 1108 638 1041 1665 1648 719 2090 1642 1113 395 1518 1115 1826 2187 140 1410 536 1687 463 1307 
376 1780 2082 1272 888 1429 1456 1396 2077 162 2214 1922 1419 1359 1448 605 1872 907 489 916 908 2053 1144 1056 492 984 405 579 218 168 1587 2469 2457 1454 1099 1634 1444 2191 1012 1519 1605 1057 250 847 244 141 2477 1236 2301 2232 
231 2460 1101 260 1556 203 1255 695 2504 432 1553 2101 771 1496 899 2007 635 783 473 1152 1475 869 2187 2034 27 2338 506 1289 2016 389 44 464 2431 2456 2004 1339 2424 1192 134 1671 1040 1945 1482 1735 250 1335 1143 557 666 367 
1483 108 794 1503 653 926 1454 1372 450 2200 2436 536 1715 1592 791 2205 866 1573 2252 321 2156 2092 1911 2398 1707 919 1995 2358 1476 2202 21 1434 2494 1778 54 763 960 208 2449 1903 920 738 1652 197 1608 644 2144 1693 1283 2417 
136 1493 1773 851 2075 2079 438 1973 468 1460 994 278 423 2066 1276 183 256 1910 1651 1980 1356 2499 715 2148 2365 93 2333 554 1394 258 2470 1830 1033 758 395 2144 2340 1485 325 618 186 2455 1895 498 2168 1045 1091 2503 730 542 
859 434 1496 1010 1071 1827 1676 734 2318 2026 817 2466 821 1446 408 1722 175 1793 1072 1081 1739 1288 21 640 2323 613 1160 2205 569 1263 2071 883 959 1730 1990 23 1557 1820 2391 1016 1494 796 377 1583 515 1692 1673 1015 2205 1646 
1183 867 48 281 1734 2247 426 591 1198 766 1908 2269 1870 951 287 2472 1370 2216 909 1090 1470 602 1004 2265 865 279 2343 2445 1383 1960 1246 1105 38 1781 993 372 1560 1608 1797 889 2141 2246 1837 1301 2103 2383 815 2244 832 1411 
1132 1352 1291 2461 1087 34 724 547 756 233 1347 1958 716 199 1201 1990 927 1058 652 2294 1270 489 207 1868 491 2251 2217 1090 153 890 184 466 2377 1540 313 1094 510 181 716 2320 150 869 1086 1417 591 2200 541 35 120 1379 
1864 2267 1930 2217 624 2188 2371 36 8 850 1173 1979 1752 767 509 1130 1964 506 1245 1682 1265 479 2372 2421 1445 1956 451 1592 1790 1227 1051 380 1550 1180 2417 1592 1188 429 591 1026 1012 1304 2156 438 1179 2381 2202 179 510 1478 
256 1701 2165 1397 451 2426 721 1268 2310 2148 506 1150 195 2292 1646 709 927 46 717 1722 1206 610 722 534 685 1373 2346 448 2418 397 2386 365 742 335 1542 1286 1411 475 950 797 2062 1805 1450 1858 1859 584 1236 459 2349 1473 
2306 1881 617 2398 518 1152 1613 2345 1916 154 1292 2116 1304 947 1249 851 55 527 1146 1734 2070 1733 419 794 2266 621 75 949 1414 254 978 272 1708 621 827 1826 1776 1478 1905 173 1648 2262 2086 1903 932 1941 630 951 690 243 
898 1117 732 310 662 241 55 199 630 565 997 1771 1324 284 2482 1158 2420 349 1099 703 1283 413 2155 330 2339 920 2078 2128 369 2092 2162 2343 2331 869 934 233 884 2209 2403 174 1972 1305 2179 1800 945 1495 742 1071 282 2385 
715 155 1947 142 92 665 71 433 960 1787 570 1792 529 1221 486 387 162 434 1574 104 1632 1739 2146 553 1681 2084 2012 1444 1073 154 2183 2007 1497 626 148 657 2440 1186 1972 1145 720 1978 1911 1973 676 146 1575 2037 1487 1152 
1518 938 722 266 670 2502 2427 1685 214 1545 2298 1169 1157 1541 1487 1695 815 1187 1612 1077 181 97 1600 1626 274 118 233 830 2122 1091 2464 2278 2338 1135 255 1301 1673 2478 1443 1703 542 2051 2238 1148 1793 2242 64 2268 1121 1049 
1525 856 1873 2125 1708 631 1781 1818 2005 2373 2129 1667 1130 2185 635 423 2432 1571 1135 2366 1422 231 304 1122 174 547 718 305 195 1219 85 1614 934 1336 955 2328 199 2446 2443 153 1501 1088 502 1511 1469 1955 529 1307 1782 568 
319 2423 1204 515 138 1794 1550 220 181 282 2431 473 1709 2499 2122 186 984 2276 1585 873 184 1006 1788 2340 198 2331 1319 146 727 1042 2221 2394 664 1108 2268 1563 916 1086 1023 1592 1716 1455 595 2390 432 1740 2446 356 593 955 
760 2337 1783 1895 394 41 621 2300 2226 2136 1732 1225 332 2397 2483 1019 1165 468 2412 560 1663 79 1121 2014 655 164 1540 2037 32 199 2129 24 367 1102 876 686 958 1486 135 1940 0 372 1707 2403 2272 1142 1665 479 451 1777 
267 619 897 532 1819 1444 2043 2046 896 404 1622 698 2360 64 1025 2429 938 1952 1977 2066 1699 472 2450 1068 588 366 1008 2141 134 2090 1121 1222 2047 2001 631 2385 259 891 378 1241 2024 1745 2393 2009 682 1435 837 2331 1384 1375 
77 712 1112 1462 1281 894 2238 2466 434 2086 2159 1278 1311 267 1107 2044 1742 112 1280 495 1095 1186 793 191 308 677 1232 493 1808 2319 1827 953 2348 835 1935 1589 84 1729 1255 408 1935 1765 1698 1536 169 1845 1501 2350 1267 343 
1889 2433 639 448 744 1993 598 1706 1406 692 1504 2490 1002 2026 2220 1183 779 924 966 2341 2034 114 2211 588 656 1118 1352 504 757 1807 1495 2471 876 2420 550 1991 771 1209 1891 159 867 1187 2312 1956 1846 2106 1574 1485 471 848 
2390 1024 2372 427 2482 1524 1172 588 154 1732 5 1820 1819 1417 57 426 1477 19 790 1297 819 435 1618 1020 2203 1677 2177 605 688 766 1548 1184 2278 1716 665 1510 1704 111 1868 1650 30 1299 733 1172 1076 2301 916 118 971 311 
1410 2274 224 347 1782 870 1301 846 224 185 493 961 849 441 701 560 2213 401 1324 677 1056 2341 1165 956 2149 4 1536 241 65 1986 1081 1162 303 2447 572 1666 388 1392 2026 1203 909 45 526 2331 47 1119 460 2159 1274 752 
346 208 2081 392 1043 1054 922 1361 640 1573 1618 1021 828 1298 2139 1328 1812 2228 684 2365 400 299 2364 1002 1765 1519 1762 687 77 2437 1166 1541 1514 2059 69 308 1007 1534 1792 2491 911 717 1859 3 2243 1248 1577 760 505 2261 
1080 1553 386 39 1145 1748 1395 24 1258 610 1411 1939 532 929 139 1222 238 52 1305 1453 242 1027 2145 1901 1899 1340 506 435 1694 1022 2086 430 417 2059 540 2414 2416 953 2063 1239 2348 2483 1324 1530 1353 1528 1131 2164 580 1833 
903 2234 230 1113 2120 2157 1380 860 1605 2028 1425 595 2423 2472 1722 1716 1470 2090 711 1010 1051 2440 1737 619 1079 871 1544 943 881 32 1129 374 2419 2073 388 1282 1759 2202 1030 1410 1046 1866 1855 31 1162 1901 1804 1802 2432 1212 
2368 408 580 1264 2486 868 793 1446 450 1485 894 192 2374 1298 560 1759 67 2245 1754 249 1079 2200 1096 1791 1462 2186 1789 1508 8 431 2152 1226 2264 86 2332 920 2305 25 1769 126 1035 1422 1030 1796 1988 1186 1304 1066 624 1806 
