4302 2015 797 1813 2269 2020 1540 3276 2821 2558 1722 1748 3785 3669 890 2073 1152 638 2693 1360 3280 1571 1967 1727 3557 692 2775 4343 2256 2424 973 4078 3956 1731 2428 2815 417 3928 1418 4546 2214 2831 2110 2674 1659 3396 3922 2661 3339 3631 
2518 2261 1358 3631 813 2807 1154 1652 3341 3000 1442 606 1550 2885 1576 1909 644 2414 4213 1926 3009 3833 2663 1809 2893 3621 4215 2426 2239 1978 1723 4125 2209 1580 1626 2256 2674 808 1817 2412 4573 2632 1747 2090 2915 2989 3046 2152 2608 1597 
3198 2997 3567 2926 3553 1410 2339 1220 3629 2292 2730 4445 367 3811 890 1809 2761 2532 4267 2974 3733 3064 2630 1969 2724 3876 1296 4437 963 4044 2135 2619 1444 3165 1061 2741 663 728 2159 1903 1712 3117 3043 1969 3199 1657 3427 3634 1441 3845 
2988 3420 2959 3028 1525 1208 2567 2469 3180 2675 2721 3878 3439 4259 1143 2133 4391 3071 2754 3522 1683 3138 1335 3943 2459 1511 1133 1671 2267 3168 1239 2671 2327 3076 2764 1629 1033 4303 537 3059 2451 2567 4331 631 1702 1057 4119 2676 2095 2714 
3657 4117 1891 2781 2659 3169 448 1290 2058 4553 4068 1678 3957 3232 3904 2332 2069 3778 1862 3921 2793 4075 1878 2687 1953 2382 1351 2736 3172 1610 2460 1621 1047 2158 2617 2654 3500 1314 2637 3424 2543 1772 2155 3120 1323 3365 1747 1704 3373 2919 
2761 4355 2882 4154 2957 3066 1607 2519 2543 2999 1287 2166 2637 3507 1491 2834 2206 3858 2299 2282 2629 1323 779 3093 1086 2498 2846 3156 1869 2665 3523 2949 2090 2221 3284 1718 4117 2304 2036 3216 2235 2476 1999 1739 3196 2993 2230 2764 2711 2137 
2421 2641 2142 864 1899 1687 3462 2140 1812 3016 2476 3585 1522 1605 3273 2159 2720 2789 2751 3105 2792 3126 4234 3639 2576 1980 1776 2790 1479 1403 1732 3459 2979 1414 3025 4317 4705 1496 3693 974 3405 3229 3483 2697 3005 2818 1613 4232 2197 2245 
2353 3041 3707 3632 1815 3951 1899 4324 1909 1445 1962 4621 4895 1419 2879 1834 2530 2043 2662 1960 1057 2207 2740 3451 2595 720 1583 2322 1669 4591 1904 1731 2989 1957 2717 990 4256 2260 2085 2556 2898 2044 3965 3402 2379 3639 2834 3030 2667 2099 
1255 3151 3188 1770 1339 2320 2252 3784 2433 771 4190 3297 3912 3009 2638 3011 4007 2052 2927 1396 1112 3263 2377 2055 725 1183 2572 1907 1316 977 2246 3910 3823 3136 3320 2343 3800 3260 3254 2885 2505 3303 590 1862 2128 2187 4535 3609 4519 2903 
2432 4644 2642 2741 2535 278 2116 1043 3042 1815 1880 2156 1066 3046 3343 2960 2785 1329 2161 1286 2733 1941 2879 3068 1978 4649 1684 2793 2471 1632 1576 1571 3246 3968 4059 2421 4537 2841 1501 2420 1287 3732 2584 2012 2164 2205 3550 2054 2049 1088 
3472 739 2812 2473 1220 2581 2118 2104 2055 2314 3557 1762 1812 2527 2710 2870 1151 2513 4055 1657 3576 2533 2857 3342 2576 973 3073 3649 1593 3152 2467 1971 3478 3616 1068 1210 2532 681 3228 2929 1621 2811 3878 2393 2338 3129 4078 1700 2835 3308 
2005 3648 3816 1722 2394 2635 455 2741 2610 3034 1379 1435 2872 3824 3654 2281 472 3823 2619 2315 3445 2620 1639 4263 3766 2062 3545 2794 1636 749 3787 3608 2424 2385 2820 2877 4594 3252 2700 2575 559 3335 3734 1575 2378 2503 1329 3278 2187 2136 
924 576 3736 3022 2716 3900 1960 2808 3750 4078 3192 4358 3092 2655 1845 4006 1689 2923 2698 2424 3999 3456 567 2722 2918 2971 3592 4349 1363 2337 3729 2636 2253 2767 2915 1822 3161 2777 3108 1135 3499 1175 2200 2165 1644 4123 3456 3126 3974 3794 
2728 2841 1740 622 1760 3201 2505 2869 3329 1712 2991 2292 1905 3307 2691 2573 2199 3466 1890 1561 2040 2482 1679 4501 3085 1373 2414 2882 2863 2459 2509 2943 2039 4013 2166 696 2096 3017 2359 1777 3161 3999 1870 2783 4330 4883 2090 3722 2315 1901 
2939 3539 3401 2929 1424 976 2839 2726 3125 2626 3574 3892 1808 1387 2423 2815 1764 1838 2246 2629 3702 774 1898 2193 1146 2391 4010 1236 1793 1568 1547 531 3188 1597 1722 2866 2813 2195 2490 3146 177 1723 3095 3113 2204 3471 1477 471 1195 2541 
3173 2921 4040 4433 844 2476 4509 1435 1393 1817 1647 4130 3484 882 2122 3299 2321 1328 2993 2713 2637 609 3259 2546 1618 4182 2643 2547 2698 2586 1530 2534 2840 1499 3238 2293 3404 862 1940 2338 2474 1533 2862 814 3377 3330 4591 2238 1162 1544 
1911 3969 3455 3217 1523 4761 2095 2088 4012 3307 2470 2379 1663 3476 2385 2637 2642 2464 1807 2270 2204 1969 2045 2670 1803 2533 4667 763 4545 858 4159 467 1621 2142 1666 1458 2157 1910 1178 3249 3466 2037 3385 2716 2920 2707 2797 2499 4266 3573 
3868 3622 1721 4637 2345 1926 2983 3963 2001 349 1557 2898 2838 1133 2574 2908 2036 2985 2015 2779 2638 2152 1321 2205 4147 1743 2264 2851 3572 833 2300 1905 1898 968 2912 3552 2874 3341 2088 1113 3872 2417 2174 2893 2447 4200 1585 2333 2856 1277 
2182 3079 3031 809 2889 1693 360 2509 1132 2903 2162 1837 2655 1258 2525 3197 4023 2750 1715 1741 1283 1112 3580 1566 3847 1742 3259 4293 443 4109 2551 3185 3727 2410 1141 897 1617 4210 3894 2008 2919 2708 4297 3344 2805 3195 2097 2793 1315 4751 
1620 1950 2946 1831 2007 2219 1597 2617 1779 3132 1416 3992 787 2795 2607 752 1980 2464 1721 2238 3736 3593 4601 1766 2733 3482 3773 1776 2609 1391 2351 2538 3726 1272 2051 1446 4629 2659 2848 1199 2810 2523 3974 3015 1402 1212 2483 2871 3110 1898 
2456 3348 2474 1366 3100 2641 2681 2385 2484 2069 4509 3552 2080 1553 2937 2005 2445 2132 3490 1085 2083 2086 3697 3352 1575 1450 2020 2913 3110 3171 2854 2898 3452 1408 1376 2242 1935 4170 1560 2650 2709 2376 3834 1433 4124 2624 251 2895 1317 1105 
1694 2361 3038 2772 2482 2927 2366 4286 3481 3226 2846 2777 3032 2724 1030 1006 3936 3320 2610 2502 2128 2625 2005 2179 1064 1827 2195 1819 482 3702 1115 3178 2533 2089 2545 3510 1584 4386 2922 1612 2381 2697 2634 2306 1854 2873 1047 2645 4121 1589 
2016 4191 2362 2076 956 3600 2739 1956 652 485 4151 1513 1805 3190 4380 2221 1586 4422 3375 1781 993 2259 4244 2826 470 4649 3776 711 1295 1753 3892 3976 2535 2378 3916 3549 2480 2075 2044 3424 3401 2056 1773 3157 1127 3232 4705 1484 2086 1729 
3233 4468 3649 3144 2818 1384 1020 4337 2374 3461 1985 1740 1690 3160 3820 1104 2621 2726 2581 1849 2383 945 2921 4516 3005 980 3861 3673 541 1538 4335 401 2418 2521 2961 1609 2432 3235 1010 3757 2423 414 3600 4436 2387 3126 3193 2505 2707 3308 
352 2320 1015 2445 2702 3317 2734 4442 1591 2220 3364 1283 2906 1499 2143 3296 2062 2922 2025 3366 2888 2602 3383 2201 818 2795 1711 3364 976 4466 1189 2243 4364 3512 2242 3325 1534 3267 1102 1680 3212 3112 2772 4122 1874 3636 1243 4283 1677 3190 
484 3037 1371 2421 2143 3260 2507 4736 452 4299 2839 3472 1623 382 2561 3231 2444 1474 2734 723 1501 1712 2169 1642 1501 1149 2796 908 3419 3137 3806 1381 4577 2925 2923 3094 2282 2201 3496 732 2973 3807 3700 3128 1561 4109 3284 2572 1490 1685 
2091 4861 2186 1318 3132 2917 721 2942 3513 2812 3435 4893 1064 3685 2327 2625 2961 1007 3085 3054 2816 2398 3288 2282 1412 1142 3541 1598 1382 1940 3063 3913 1147 3829 3003 2390 1812 2142 2654 2425 1114 3100 3273 3062 2066 3577 2325 2980 805 1348 
3591 2591 4144 1755 3764 1585 1459 1112 2190 2432 1826 2848 2181 1564 1583 1315 2725 386 986 2384 2690 1167 1620 3114 2232 1682 2968 1700 2596 3111 3930 1422 3620 1928 3059 2918 1720 586 2088 2841 165 2316 1301 2590 3431 3803 1132 982 2630 1313 
1810 4201 1104 2405 4282 1123 2695 2964 1605 1231 2352 3095 2426 1292 941 2662 2959 2026 2020 1998 1057 2687 2808 1354 2198 201 2026 1306 2499 2784 1983 2779 1275 4093 2540 3672 1508 2784 2268 3314 2415 1245 635 2368 2188 1340 480 3991 3779 854 
1989 1020 3976 545 1251 1991 1782 1948 1713 3570 2041 1659 893 3692 3229 1646 2737 4670 2329 3461 2541 681 4042 2805 4010 3541 3621 1907 638 4183 3611 3431 2420 2188 815 551 3418 2254 2074 3609 2006 2870 2947 2371 3056 2514 1720 2434 2884 4661 
1090 2696 2843 492 3608 3856 3883 2521 3485 2992 3023 2876 2700 2349 878 2756 1743 2326 2746 2034 542 1628 4361 2238 4154 3378 3005 488 2868 2131 2787 1379 2010 3992 2961 3643 3812 2032 4408 2443 3320 2731 2262 3808 3656 3736 2439 3538 750 3412 
1889 3760 2550 2312 2244 3571 2966 1386 2088 4515 1905 2006 3242 3220 2362 2718 2848 3991 1470 1286 2042 4684 4061 774 1504 2388 3920 2757 1467 354 2112 779 2695 4528 769 2258 4195 4234 3185 1597 1690 3777 3089 396 2777 3696 3741 2274 3342 2790 
3255 2258 1891 2548 3150 2333 2466 1784 484 3885 1334 427 4697 2315 1733 3774 1607 2426 2196 1424 1531 3718 1142 3237 3490 3985 2322 2593 766 587 2858 1827 2611 1585 3114 1372 4065 55 3507 1423 1950 2044 3199 3746 2243 2220 2793 2191 1888 4301 

time sequential: 1.385
time thread: 356.06
